symbol,sector,daily,weekly,monthly
AAPL,Technology,-2.2733396848946263,-7.9464434378087585,-1.515873625770614
MSFT,Technology,-0.12940200537794322,0.04487028698421103,-12.638773333942732
GOOGL,Technology,-1.0614882780896062,-5.308797902656048,-8.968555099340703
AMZN,Technology,-0.4058180323715632,-5.48212896375182,-15.99831041065326
META,Technology,-1.5450636439982457,-3.2791101080788976,3.939758128170645
NVDA,Technology,-2.209267587929442,-1.4023008749052601,-0.18019101897700507
TSLA,Automotive,0.08871295242764976,1.5397381030360036,-4.954464745180309
JPM,Financials,-0.02974717522841175,-6.156949900529163,-1.7280044852028387
BAC,Financials,0.057118771963837744,-7.040508806262236,0.1333835659961924
GS,Financials,0.06522877269705685,-2.542124936911172,-2.951737352564787
JNJ,Healthcare,-0.44980825589391316,1.4417231450818413,11.393270898553798
PFE,Healthcare,0.4004390720828477,1.3225592190773572,9.624683527749678
SPY,ETF,0.07045377823615695,-1.28435249194927,-1.2471732913630462
QQQ,ETF,0.2131007309707611,-1.2679473787170936,-2.8456145961064605
IWM,ETF,1.3177093309543864,-0.7772989374350447,-0.0873935119854452
GLD,Commodity,2.4878663914389865,1.572037894971845,8.611539762769072
SLV,Commodity,2.9381334196638687,-0.6696127715560052,-17.549665050081884
XOM,Energy,-0.9871245246703242,0.2612984394026796,14.776867565511264
CVX,Energy,0.7346555052190284,1.592394599741942,9.866060426955947
BTC-USD,Crypto,4.01103251900925,-1.9735409114081448,-28.939955769965774
ETH-USD,Crypto,5.090154839028438,-2.0452282973916547,-39.01007092380262
