symbol,sector,daily,weekly,monthly
AAPL,Technology,1.5350373037534393,1.0888990434063661,6.9362233976354215
MSFT,Technology,-0.30868355547025716,-1.1472191403481324,-10.555937923378067
GOOGL,Technology,4.005284675036913,1.9352786363521446,-4.080636365562629
AMZN,Technology,2.5627257563010764,5.265528149024856,-9.165188349834274
META,Technology,1.6873884663457517,0.9002594001194852,6.966188599781109
NVDA,Technology,1.0218272964884312,1.54060385428485,3.5457122737858837
TSLA,Automotive,0.026721690370390405,-1.2587814774028594,-4.547560496514713
JPM,Financials,0.8894727675803793,2.6929663963808137,2.8969672071435637
BAC,Financials,0.5495564013865417,1.0281814752869378,1.9012899640274084
GS,Financials,0.6098255246200113,1.955668860774451,-3.2287194484785453
JNJ,Healthcare,-1.7901251886877634,-0.8423625160036363,11.228848035937421
PFE,Healthcare,-0.7818353948225831,-2.9850735905391113,4.659777773882712
SPY,ETF,0.7231785221302411,1.197759025143319,0.5879731716035286
QQQ,ETF,0.8848869230803524,1.3602128914002254,-1.2121164703006726
IWM,ETF,0.0037714466427418714,1.9534471140171483,-1.187506289214646
GLD,Commodity,1.9714504323102178,3.817093845589259,5.640213856947818
SLV,Commodity,7.900296354855696,13.125644395436687,-8.742253951796508
XOM,Energy,-2.4441958081538595,-1.7674875114647048,10.965996986993298
CVX,Energy,-0.46000980037395056,0.8388151482972006,10.31607832363257
BTC-USD,Crypto,0.9526211988640565,-1.7340368213655921,-24.3704705429977
ETH-USD,Crypto,0.4480608393798713,-0.46350934916462583,-34.30697781000311
