symbol,sector,daily,weekly,monthly
AAPL,Technology,-0.2876733518929475,1.7092934920232894,5.316506062277737
MSFT,Technology,0.553677106172179,1.1381102819994604,-12.844205324632519
GOOGL,Technology,-1.501601815246334,-5.963904435447254,-3.73952078958375
AMZN,Technology,-0.4168240284109448,-12.894975125014385,-15.669247748574877
META,Technology,-0.6585600093442667,-2.738172773167613,4.796190087198782
NVDA,Technology,-0.5440379957029062,4.805427167413989,2.198605504780926
TSLA,Automotive,1.9840666829399778,0.8626228006004322,-5.203153365311442
JPM,Financials,-1.4809125864210682,0.7876704528106737,-2.2065406877228466
BAC,Financials,-2.6325130550761577,0.872357148697045,-0.4801583552136446
GS,Financials,-0.19234463563702064,0.29979046322992087,-0.8156490144546447
JNJ,Healthcare,0.48986186332808934,2.878163645697085,14.34722694138113
PFE,Healthcare,1.885031649296054,6.945672465095232,10.888628542117097
SPY,ETF,-0.028822278768336762,0.6120068051899352,-0.20282714756335585
QQQ,ETF,-0.17254810944719035,-0.528775978451379,-2.217895231526712
IWM,ETF,0.005614557323596614,1.565944993336843,2.063093313067643
GLD,Commodity,-1.0534683940205292,1.7213622706974796,9.445082852371112
SLV,Commodity,-3.156235529961482,-4.313928968710268,-4.648457608752454
XOM,Energy,0.2446895712977737,5.461633852961656,22.212370654603664
CVX,Energy,0.0821434235874774,2.645476798180746,12.572381497181073
BTC-USD,Crypto,-1.4011538127293721,10.26470219391209,-23.508303001402563
ETH-USD,Crypto,-3.8649114175798527,11.010888528942942,-34.393030482609234
