symbol,sector,daily,weekly,monthly
ADA-USD,Crypto,-1.5626298132682903,-0.8488170317387467,-3.7504219091373248
AVAX-USD,Crypto,-3.490070919659649,-2.058848401691693,-11.142627420226992
DOT-USD,Crypto,-3.038247274805661,16.061098414194852,0.8260702665042752
LINK-USD,Crypto,-3.146536313311765,-1.445325298984268,-11.600766260359386
DOGE-USD,Crypto,-3.004159099292847,-6.001526087932962,-9.591737892206886
LTC-USD,Crypto,-1.5274582270431325,-0.7976178146252955,-7.845903990185398
AAPL.BA,CEDEAR,-0.691699604743079,5.125523012552291,3.3951344447198384
MSFT.BA,CEDEAR,-2.209944751381221,1.4590932777488241,-9.777433008750247
GOOGL.BA,CEDEAR,0.6341154090044432,0.5703422053231932,-9.15855752718947
AMZN.BA,CEDEAR,-0.652072659524916,1.0421601136902048,-15.019920318725099
META.BA,CEDEAR,,,0.0
NVDA.BA,CEDEAR,-2.006980802792324,-1.4912280701754432,-6.182121971595656
TSLA.BA,CEDEAR,-1.0406342913776068,0.7568113017154321,-8.31037649219467
MELI.BA,CEDEAR,0.0,-10.45454545454545,-20.095870206489675
BABA.BA,CEDEAR,-1.1953833470733755,-3.424657534246578,-16.012613875262794
PYPL.BA,CEDEAR,2.754491017964078,13.717693836978139,-13.113924050632908
JPM.BA,CEDEAR,-2.766798418972327,-1.3368983957219305,-3.780964797913955
KO.BA,CEDEAR,1.5107007973143016,5.2196607220530655,8.232662192393736
WMT.BA,CEDEAR,2.146341463414636,6.348400203148796,5.385002516356319
XOM.BA,CEDEAR,1.9030357951971055,5.290262172284654,6.2357090031988305
GLD.BA,CEDEAR,0.8474576271186418,5.621301775147924,4.692082111436946
SPY.BA,CEDEAR,-0.5865102639296182,2.067442794058616,-2.2585295530994753
QQQ.BA,CEDEAR,-0.39823008849557695,2.364711232378358,-3.7622915775972654
DISN.BA,CEDEAR,-0.9976976208749044,1.097178683385569,-8.380681818181824
GLOB.BA,CEDEAR,-0.3253090435914152,3.7237643872714887,-32.152347209920286
MU.BA,CEDEAR,-1.5310233682514052,-0.6705954074375131,-3.6657469452108793
JNJ.BA,CEDEAR,0.9166666666666767,3.0203680694547375,6.18189029459415
